Variable,Description,Label,min_value,max_value,additional_value
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1008   BATANGAS    - Calatagan,1008.0,1008.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1009   BATANGAS    - Cuenca,1009.0,1009.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1010   BATANGAS    - Ibaan,1010.0,1010.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1011   BATANGAS    - Laurel,1011.0,1011.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1012   BATANGAS    - Lemery,1012.0,1012.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1013   BATANGAS    - Lian,1013.0,1013.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1014   BATANGAS    - City of Lipa,1014.0,1014.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1015   BATANGAS    - Lobo,1015.0,1015.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1016   BATANGAS    - Mabini,1016.0,1016.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1017   BATANGAS    - Malvar,1017.0,1017.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1018   BATANGAS    - Mataasnakahoy,1018.0,1018.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1019   BATANGAS    - Nasugbu,1019.0,1019.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1020   BATANGAS    - Padre Garcia,1020.0,1020.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1021   BATANGAS    - Rosario,1021.0,1021.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1022   BATANGAS    - San Jose,1022.0,1022.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1023   BATANGAS    - San Juan,1023.0,1023.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1024   BATANGAS    - San Luis,1024.0,1024.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1025   BATANGAS    - San Nicolas,1025.0,1025.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1026   BATANGAS    - San Pascual,1026.0,1026.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1027   BATANGAS    - Santa Teresita,1027.0,1027.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1028   BATANGAS    - City of Sto. Tomas,1028.0,1028.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1029   BATANGAS    - Taal,1029.0,1029.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1030   BATANGAS    - Talisay,1030.0,1030.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1031   BATANGAS    - City of Tanauan,1031.0,1031.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1032   BATANGAS    - Taysan,1032.0,1032.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1033   BATANGAS    - Tingloy,1033.0,1033.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1034   BATANGAS    - Tuy,1034.0,1034.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1101   BENGUET - Atok,1101.0,1101.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1102   BENGUET - City of Baguio,1102.0,1102.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1103   BENGUET - Bakun,1103.0,1103.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1104   BENGUET - Bokod,1104.0,1104.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1105   BENGUET - Buguias,1105.0,1105.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1106   BENGUET - Itogon,1106.0,1106.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1107   BENGUET - Kabayan,1107.0,1107.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1108   BENGUET - Kapangan,1108.0,1108.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1109   BENGUET - Kibungan,1109.0,1109.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1110   BENGUET - La Trinidad (Capital),1110.0,1110.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1111   BENGUET - Mankayan,1111.0,1111.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1112   BENGUET - Sablan,1112.0,1112.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1113   BENGUET - Tuba,1113.0,1113.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1114   BENGUET - Tublay,1114.0,1114.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1201   BOHOL - Alburquerque,1201.0,1201.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1202   BOHOL - Alicia,1202.0,1202.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1203   BOHOL - Anda,1203.0,1203.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1204   BOHOL - Antequera,1204.0,1204.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1205   BOHOL - Baclayon,1205.0,1205.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1206   BOHOL - Balilihan,1206.0,1206.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1207   BOHOL - Batuan,1207.0,1207.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1208   BOHOL - Bilar,1208.0,1208.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1209   BOHOL - Buenavista,1209.0,1209.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1210   BOHOL - Calape,1210.0,1210.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1211   BOHOL - Candijay,1211.0,1211.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1212   BOHOL - Carmen,1212.0,1212.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1213   BOHOL - Catigbian,1213.0,1213.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1214   BOHOL - Clarin,1214.0,1214.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1215   BOHOL - Corella,1215.0,1215.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1216   BOHOL - Cortes,1216.0,1216.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1217   BOHOL - Dagohoy,1217.0,1217.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1218   BOHOL - Danao,1218.0,1218.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1219   BOHOL - Dauis,1219.0,1219.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1220   BOHOL - Dimiao,1220.0,1220.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1221   BOHOL - Duero,1221.0,1221.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1222   BOHOL - Garcia Hernandez,1222.0,1222.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1223   BOHOL - Guindulman,1223.0,1223.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1224   BOHOL - Inabanga,1224.0,1224.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1225   BOHOL - Jagna,1225.0,1225.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1226   BOHOL - Getafe,1226.0,1226.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1227   BOHOL - Lila,1227.0,1227.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1228   BOHOL - Loay,1228.0,1228.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1229   BOHOL - Loboc,1229.0,1229.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1230   BOHOL - Loon,1230.0,1230.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1231   BOHOL - Mabini,1231.0,1231.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1232   BOHOL - Maribojoc,1232.0,1232.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1233   BOHOL - Panglao,1233.0,1233.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1234   BOHOL - Pilar,1234.0,1234.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1235   BOHOL - Pres. Carlos P. Garcia (Pitogo),1235.0,1235.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1236   BOHOL - Sagbayan (Borja),1236.0,1236.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1237   BOHOL - San Isidro,1237.0,1237.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1238   BOHOL - San Miguel,1238.0,1238.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1239   BOHOL - Sevilla,1239.0,1239.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1240   BOHOL - Sierra Bullones,1240.0,1240.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1241   BOHOL - Sikatuna,1241.0,1241.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1242   BOHOL - City of Tagbilaran (Capital),1242.0,1242.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1243   BOHOL - Talibon,1243.0,1243.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1244   BOHOL - Trinidad,1244.0,1244.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1245   BOHOL - Tubigon,1245.0,1245.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1246   BOHOL - Ubay,1246.0,1246.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1247   BOHOL - Valencia,1247.0,1247.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1248   BOHOL - Bien Unido,1248.0,1248.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1301   BUKIDNON - Baungon,1301.0,1301.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1302   BUKIDNON - Damulog,1302.0,1302.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1303   BUKIDNON - Dangcagan,1303.0,1303.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1304   BUKIDNON - Don Carlos,1304.0,1304.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1305   BUKIDNON - Impasug-ong,1305.0,1305.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1306   BUKIDNON - Kadingilan,1306.0,1306.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1307   BUKIDNON - Kalilangan,1307.0,1307.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1308   BUKIDNON - Kibawe,1308.0,1308.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1309   BUKIDNON - Kitaotao,1309.0,1309.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1310   BUKIDNON - Lantapan,1310.0,1310.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1311   BUKIDNON - Libona,1311.0,1311.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1312   BUKIDNON - City of Malaybalay (Capital),1312.0,1312.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1313   BUKIDNON - Malitbog,1313.0,1313.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1314   BUKIDNON - Manolo Fortich,1314.0,1314.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1315   BUKIDNON - Maramag,1315.0,1315.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1316   BUKIDNON - Pangantucan,1316.0,1316.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1317   BUKIDNON - Quezon,1317.0,1317.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1318   BUKIDNON - San Fernando,1318.0,1318.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1319   BUKIDNON - Sumilao,1319.0,1319.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1320   BUKIDNON - Talakag,1320.0,1320.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1321   BUKIDNON - City of Valencia,1321.0,1321.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1322   BUKIDNON - Cabanglasan,1322.0,1322.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1401   BULACAN - Angat,1401.0,1401.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1402   BULACAN - Balagtas (Bigaa),1402.0,1402.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1403   BULACAN - Baliuag,1403.0,1403.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1404   BULACAN - Bocaue,1404.0,1404.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1405   BULACAN - Bulacan,1405.0,1405.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1406   BULACAN - Bustos,1406.0,1406.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1407   BULACAN - Calumpit,1407.0,1407.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1408   BULACAN - Guiguinto,1408.0,1408.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1409   BULACAN - Hagonoy,1409.0,1409.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1410   BULACAN - City of Malolos (Capital),1410.0,1410.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1411   BULACAN - Marilao,1411.0,1411.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1412   BULACAN - City of Meycauayan,1412.0,1412.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1413   BULACAN - Norzagaray,1413.0,1413.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1414   BULACAN - Obando,1414.0,1414.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1415   BULACAN - Pandi,1415.0,1415.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1416   BULACAN - Paombong,1416.0,1416.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1417   BULACAN - Plaridel,1417.0,1417.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1418   BULACAN - Pulilan,1418.0,1418.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1419   BULACAN - San Ildefonso,1419.0,1419.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1420   BULACAN - City of San Jose Del Monte,1420.0,1420.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1421   BULACAN - San Miguel,1421.0,1421.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1422   BULACAN - San Rafael,1422.0,1422.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1423   BULACAN - Santa Maria,1423.0,1423.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1424   BULACAN - Doña Remedios Trinidad,1424.0,1424.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1501   CAGAYAN - Abulug,1501.0,1501.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1502   CAGAYAN - Alcala,1502.0,1502.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1503   CAGAYAN - Allacapan,1503.0,1503.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1504   CAGAYAN - Amulung,1504.0,1504.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1505   CAGAYAN - Aparri,1505.0,1505.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1506   CAGAYAN - Baggao,1506.0,1506.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1507   CAGAYAN - Ballesteros,1507.0,1507.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1508   CAGAYAN - Buguey,1508.0,1508.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1509   CAGAYAN - Calayan,1509.0,1509.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1510   CAGAYAN - Camalaniugan,1510.0,1510.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1511   CAGAYAN - Claveria,1511.0,1511.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1512   CAGAYAN - Enrile,1512.0,1512.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1513   CAGAYAN - Gattaran,1513.0,1513.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1514   CAGAYAN - Gonzaga,1514.0,1514.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1515   CAGAYAN - Iguig,1515.0,1515.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1516   CAGAYAN - Lal-Lo,1516.0,1516.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1517   CAGAYAN - Lasam,1517.0,1517.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1518   CAGAYAN - Pamplona,1518.0,1518.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1519   CAGAYAN - Peñablanca,1519.0,1519.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1520   CAGAYAN - Piat,1520.0,1520.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1521   CAGAYAN - Rizal,1521.0,1521.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1522   CAGAYAN - Sanchez-Mira,1522.0,1522.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1523   CAGAYAN - Santa Ana,1523.0,1523.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1524   CAGAYAN - Santa Praxedes,1524.0,1524.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1525   CAGAYAN - Santa Teresita,1525.0,1525.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1526   CAGAYAN - Santo Niño (Faire),1526.0,1526.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1527   CAGAYAN - Solana,1527.0,1527.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1528   CAGAYAN - Tuao,1528.0,1528.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1529   CAGAYAN - Tuguegarao City (Capital),1529.0,1529.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1601   CAMARINES NORTE - Basud,1601.0,1601.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1602   CAMARINES NORTE - Capalonga,1602.0,1602.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1603   CAMARINES NORTE - Daet (Capital),1603.0,1603.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1604   CAMARINES NORTE - San Lorenzo Ruiz (Imelda),1604.0,1604.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1605   CAMARINES NORTE - Jose Panganiban,1605.0,1605.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1606   CAMARINES NORTE - Labo,1606.0,1606.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1607   CAMARINES NORTE - Mercedes,1607.0,1607.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1608   CAMARINES NORTE - Paracale,1608.0,1608.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1609   CAMARINES NORTE - San Vicente,1609.0,1609.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1610   CAMARINES NORTE - Santa Elena,1610.0,1610.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1611   CAMARINES NORTE - Talisay,1611.0,1611.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1612   CAMARINES NORTE - Vinzons,1612.0,1612.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1701   CAMARINES SUR - Baao,1701.0,1701.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1702   CAMARINES SUR - Balatan,1702.0,1702.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1703   CAMARINES SUR - Bato,1703.0,1703.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1704   CAMARINES SUR - Bombon,1704.0,1704.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1705   CAMARINES SUR - Buhi,1705.0,1705.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1706   CAMARINES SUR - Bula,1706.0,1706.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1707   CAMARINES SUR - Cabusao,1707.0,1707.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1708   CAMARINES SUR - Calabanga,1708.0,1708.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1709   CAMARINES SUR - Camaligan,1709.0,1709.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1710   CAMARINES SUR - Canaman,1710.0,1710.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1711   CAMARINES SUR - Caramoan,1711.0,1711.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1712   CAMARINES SUR - Del Gallego,1712.0,1712.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1713   CAMARINES SUR - Gainza,1713.0,1713.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1714   CAMARINES SUR - Garchitorena,1714.0,1714.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1715   CAMARINES SUR - Goa,1715.0,1715.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1716   CAMARINES SUR - City of Iriga,1716.0,1716.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1717   CAMARINES SUR - Lagonoy,1717.0,1717.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1718   CAMARINES SUR - Libmanan,1718.0,1718.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1719   CAMARINES SUR - Lupi,1719.0,1719.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1720   CAMARINES SUR - Magarao,1720.0,1720.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1721   CAMARINES SUR - Milaor,1721.0,1721.0,
PUFC11A_PROVMUN_VS1,"C11 - Location of Work (Province, Municipality)",1722   CAMARINES SUR - Minalabac,1722.0,1722.0,
